application_id,name,email,phone,address,career_field,current_position,current_company,employment_status,total_experience_years,education,experience,skills,certifications,languages,career_objective,salary_expectation
APP-2024-0050,Moza Al Qasimi,moza.alqasimi@hotmail.com,+971501699893,"Apartment 1260, Building 560, Al Qasimia, Umm Al Quwain, UAE",technology,IT Support,Klein Group,Employed,3,"[{'degree': 'High School Diploma', 'institution': 'Fujairah Secondary School', 'graduation_year': 2010, 'gpa': 3.3}, {'degree': 'Diploma', 'institution': 'Alexander, White and Mitchell Technical Institute', 'graduation_year': 2012, 'gpa': 3.65}]","[{'title': 'Web Developer', 'company': 'Hutchinson-Davis', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Software Developer', 'company': 'Guzman, Macdonald and James', 'start_date': '2022-05', 'end_date': '2024-03', 'duration_years': 2, 'responsibilities': ['Developed and maintained web applications', 'Collaborated with cross-functional teams', 'Implemented new features and bug fixes', 'Participated in code reviews', 'Optimized application performance'], 'employment_type': 'Employed'}]","['Data Entry', 'Teamwork', 'PowerPoint', 'Hindi', 'Node.js', 'Leadership', 'Docker', 'AWS', 'Problem Solving', 'Urdu', 'German', 'French', 'Git', 'Project Management', 'Computer Literacy']",[],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Advanced'}]",Seeking opportunities to leverage technical skills in software development and advance to senior leadership positions.,"{'minimum': 14541.266666666668, 'preferred': 17185.133333333335, 'maximum': 21150.933333333334}"
APP-2024-0051,Omar Al Shamsi,omar.alshamsi@yahoo.com,+971551235775,"Apartment 1304, Building 372, Al Qasimia, Ras Al Khaimah, UAE",hospitality,Hotel Manager,Self-Employed,Self-employed,7,"[{'degree': 'High School Diploma', 'institution': 'Dubai Secondary School', 'graduation_year': 2011, 'gpa': 2.81}, {'degree': ""Bachelor's in Business"", 'institution': 'Zayed University', 'graduation_year': 2015, 'gpa': 3.47}]","[{'title': 'Event Coordinator', 'company': 'Self-Employed', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Self-employed'}, {'title': 'Event Coordinator', 'company': 'Davis Inc', 'start_date': '2019-11', 'end_date': '2024-10', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Hotel Manager', 'company': 'Rodriguez and Sons', 'start_date': '2018-03', 'end_date': '2019-09', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Data Entry', 'Bengali', 'PowerPoint', 'Hindi', 'Arabic', 'Customer Service', 'Urdu', 'Communication', 'Time Management', 'Project Management', 'Computer Literacy', 'Adaptability']","['Industry Training', 'Professional Development']","[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Fluent'}]",Motivated professional seeking growth opportunities and advance to senior leadership positions.,"{'minimum': 7449.200000000001, 'preferred': 8803.6, 'maximum': 10835.2}"
APP-2024-0052,David Miller,david.miller@outlook.com,+971555637614,"Apartment 2236, Building 374, Al Reem Island, Abu Dhabi, UAE",healthcare,,,Part-time,1,"[{'degree': 'High School Diploma', 'institution': 'Dubai Secondary School', 'graduation_year': 2010, 'gpa': 3.63}, {'degree': 'Diploma', 'institution': 'Cooley PLC Technical Institute', 'graduation_year': 2012, 'gpa': 3.23}]","[{'title': 'Medical Assistant', 'company': 'Taylor, Campbell and Park', 'start_date': '2024-01', 'end_date': '2025-11', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Data Entry', 'Tagalog', 'PowerPoint', 'Leadership', 'Problem Solving', 'Urdu', 'Computer Literacy', 'Adaptability']","['First Aid Certified', 'Healthcare Administration']","[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}]",Committed to improving healthcare outcomes through quality service while developing professional expertise and skills.,"{'minimum': 3232.9, 'preferred': 3820.7000000000003, 'maximum': 4702.400000000001}"
APP-2024-0053,Jonathan Walsh,jonathan.walsh@gmail.com,+971552386218,"Apartment 2185, Building 154, Al Nakheel, Umm Al Quwain, UAE",technology,IT Support,Jones-Hale,Employed,8,"[{'degree': 'High School Diploma', 'institution': 'Fujairah Secondary School', 'graduation_year': 2011, 'gpa': 3.56}, {'degree': 'Diploma', 'institution': 'Santos, Clark and Schultz Technical Institute', 'graduation_year': 2013, 'gpa': 3.12}]","[{'title': 'System Administrator', 'company': 'Harrison-Davis', 'start_date': '2022-01', 'end_date': 'Present', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'System Administrator', 'company': 'Mcpherson-Lopez', 'start_date': '2017-03', 'end_date': '2022-01', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives', 'Managed departmental processes', 'Contributed to strategic planning'], 'employment_type': 'Employed'}]","['Data Entry', 'Tagalog', 'Java', 'Node.js', 'Docker', 'AWS', 'Python', 'React', 'Project Management', 'Urdu', 'Communication', 'SQL', 'Time Management', 'Teamwork', 'Computer Literacy', 'Adaptability', 'Microsoft Office']",[],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Advanced'}]",Looking to contribute to digital transformation initiatives and advance to senior leadership positions.,"{'minimum': 9695.400000000001, 'preferred': 11458.2, 'maximum': 14102.400000000001}"
APP-2024-0054,Shaikha Al Qasimi,shaikha.alqasimi@yahoo.com,+971544748793,"Apartment 999, Building 23, Al Nakheel, Ajman, UAE",finance,Financial Advisor,Berry-Fox,Employed,1,"[{'degree': 'High School Diploma', 'institution': 'Fujairah Secondary School', 'graduation_year': 1991, 'gpa': 3.67}, {'degree': ""Bachelor's in Computer Science"", 'institution': 'Zayed University', 'graduation_year': 1995, 'gpa': 3.21}]","[{'title': 'Accountant', 'company': 'Mckinney, Jones and Gentry', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Data Entry', 'PowerPoint', 'Arabic', 'Excel', 'Problem Solving', 'Project Management', 'English', 'Communication', 'Accounting Software', 'QuickBooks', 'Microsoft Office']",['FRM'],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}]",Motivated professional seeking growth opportunities while developing professional expertise and skills.,"{'minimum': 98293.43333333335, 'preferred': 116164.96666666667, 'maximum': 142972.2666666667}"
APP-2024-0055,Ali Al Maktoum,ali.almaktoum@hotmail.com,+971566736440,"Apartment 2042, Building 562, City Center, Sharjah, UAE",business,Business Analyst,Bennett-Webb,Employed,25,"[{'degree': 'High School Diploma', 'institution': 'Sharjah Secondary School', 'graduation_year': 1990, 'gpa': 3.94}, {'degree': ""Bachelor's in Engineering"", 'institution': 'UAE University', 'graduation_year': 1994, 'gpa': 3.34}]","[{'title': 'Customer Service Representative', 'company': 'Hernandez LLC', 'start_date': '2021-01', 'end_date': 'Present', 'duration_years': 4, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Marketing Specialist', 'company': 'Johnson-Martinez', 'start_date': '2016-09', 'end_date': '2021-07', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives', 'Managed departmental processes', 'Contributed to strategic planning'], 'employment_type': 'Employed'}, {'title': 'Sales Manager', 'company': 'Novak-Perez', 'start_date': '2013-08', 'end_date': '2016-08', 'duration_years': 3, 'responsibilities': ['Managed sales team and territory', 'Developed sales strategies and targets', 'Built relationships with key clients', 'Analyzed market trends', 'Prepared sales reports and forecasts'], 'employment_type': 'Employed'}, {'title': 'Sales Manager', 'company': 'Martin Ltd', 'start_date': '2010-07', 'end_date': '2013-02', 'duration_years': 3, 'responsibilities': ['Managed sales team and territory', 'Developed sales strategies and targets', 'Built relationships with key clients', 'Analyzed market trends', 'Prepared sales reports and forecasts', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Project Manager', 'company': 'Gallegos-Fleming', 'start_date': '2006-02', 'end_date': '2010-05', 'duration_years': 4, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Sales Manager', 'company': 'Luna-Farmer', 'start_date': '2005-10', 'end_date': '2006-08', 'duration_years': 1, 'responsibilities': ['Managed sales team and territory', 'Developed sales strategies and targets', 'Built relationships with key clients', 'Analyzed market trends', 'Prepared sales reports and forecasts'], 'employment_type': 'Employed'}, {'title': 'Sales Manager', 'company': 'Waller LLC', 'start_date': '2004-04', 'end_date': '2005-11', 'duration_years': 1, 'responsibilities': ['Managed sales team and territory', 'Developed sales strategies and targets', 'Built relationships with key clients', 'Analyzed market trends', 'Prepared sales reports and forecasts'], 'employment_type': 'Employed'}, {'title': 'Sales Manager', 'company': 'Quinn-Scott', 'start_date': '2001-01', 'end_date': '2004-03', 'duration_years': 3, 'responsibilities': ['Managed sales team and territory', 'Developed sales strategies and targets', 'Built relationships with key clients', 'Analyzed market trends', 'Prepared sales reports and forecasts'], 'employment_type': 'Employed'}, {'title': 'Project Manager', 'company': 'Kerr-Trevino', 'start_date': '2000-03', 'end_date': '2001-05', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Bengali', 'PowerPoint', 'Leadership', 'Customer Service', 'Problem Solving', 'Project Management', 'French', 'Time Management', 'Communication', 'Teamwork', 'Computer Literacy', 'Adaptability', 'Microsoft Office']",['Six Sigma'],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Advanced'}]",Dedicated professional seeking to drive business growth and efficiency and advance to senior leadership positions.,"{'minimum': 95508.23333333335, 'preferred': 112873.36666666668, 'maximum': 138921.06666666668}"
APP-2024-0056,Omar Al Mazrouei,omar.almazrouei@outlook.com,+971524661148,"Apartment 672, Building 70, Satwa, Dubai, UAE",healthcare,,,Part-time,0,"[{'degree': 'High School Diploma', 'institution': 'Umm Al Quwain Secondary School', 'graduation_year': 2019, 'gpa': 3.47}, {'degree': 'Diploma', 'institution': 'Wise, Wade and Sampson Technical Institute', 'graduation_year': 2021, 'gpa': 3.3}]",[],"['Data Entry', 'Bengali', 'PowerPoint', 'Arabic', 'Leadership', 'German', 'Communication', 'Teamwork', 'Computer Literacy']",['Patient Care'],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Fluent'}]",Compassionate healthcare professional dedicated to patient care while developing professional expertise and skills.,"{'minimum': 5074.666666666667, 'preferred': 5997.333333333333, 'maximum': 7381.333333333333}"
APP-2024-0057,Donald Kumar,donald.kumar@outlook.com,+971527576798,"Apartment 1593, Building 292, Al Qasimia, Ras Al Khaimah, UAE",business,Marketing Specialist,Self-Employed,Self-employed,5,"[{'degree': 'High School Diploma', 'institution': 'Umm Al Quwain Secondary School', 'graduation_year': 2000, 'gpa': 3.39}, {'degree': ""Bachelor's in Business"", 'institution': 'UAE University', 'graduation_year': 2004, 'gpa': 3.1}, {'degree': ""Master's in Engineering Management"", 'institution': 'INSEAD', 'graduation_year': 2006, 'gpa': 3.48}]","[{'title': 'Marketing Specialist', 'company': 'Self-Employed', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Self-employed'}, {'title': 'Sales Manager', 'company': 'Murphy Inc', 'start_date': '2021-09', 'end_date': '2024-06', 'duration_years': 3, 'responsibilities': ['Managed sales team and territory', 'Developed sales strategies and targets', 'Built relationships with key clients', 'Analyzed market trends', 'Prepared sales reports and forecasts', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Marketing Specialist', 'company': 'Figueroa-Thomas', 'start_date': '2020-12', 'end_date': '2021-12', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Data Entry', 'PowerPoint', 'Hindi', 'Customer Service', 'Problem Solving', 'Urdu', 'German', 'Teamwork', 'Computer Literacy', 'Adaptability']","['Six Sigma', 'PMP', 'CRM Certified', 'Digital Marketing']","[{'language': 'Bengali', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Fluent'}, {'language': 'Arabic', 'proficiency': 'Advanced'}]",Committed to delivering exceptional results in dynamic business environments and advance to senior leadership positions.,"{'minimum': 81938.63333333335, 'preferred': 96836.56666666668, 'maximum': 119183.46666666667}"
APP-2024-0058,Natalie Jones,natalie.jones@gmail.com,+971582011351,"Apartment 917, Building 639, Al Nakheel, Fujairah, UAE",retail,Cashier,Hutchinson PLC,Employed,5,"[{'degree': 'High School Diploma', 'institution': 'Ras Al Khaimah Secondary School', 'graduation_year': 2009, 'gpa': 3.2}]","[{'title': 'Inventory Specialist', 'company': 'White-Gutierrez', 'start_date': '2021-01', 'end_date': 'Present', 'duration_years': 4, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Shop Assistant', 'company': 'Wilkerson-Ibarra', 'start_date': '2020-11', 'end_date': '2021-08', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Teamwork', 'PowerPoint', 'Hindi', 'Leadership', 'Urdu', 'Project Management', 'Computer Literacy', 'Adaptability', 'Microsoft Office']","['Professional Development', 'Industry Training']","[{'language': 'English', 'proficiency': 'Native'}]",Motivated professional seeking growth opportunities and advance to senior leadership positions.,"{'minimum': 6098.400000000001, 'preferred': 7207.2, 'maximum': 8870.4}"
APP-2024-0059,Lisa Patel,lisa.patel@outlook.com,+971585523408,"Apartment 1662, Building 176, City Center, Ajman, UAE",business,Marketing Specialist,Self-Employed,Self-employed,4,"[{'degree': 'High School Diploma', 'institution': 'Abu Dhabi Secondary School', 'graduation_year': 2001, 'gpa': 3.27}, {'degree': ""Bachelor's in Business"", 'institution': 'UAE University', 'graduation_year': 2005, 'gpa': 3.68}, {'degree': ""Master's in Engineering Management"", 'institution': 'INSEAD', 'graduation_year': 2007, 'gpa': 3.59}]","[{'title': 'Project Manager', 'company': 'Self-Employed', 'start_date': '2021-01', 'end_date': 'Present', 'duration_years': 4, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Self-employed'}]","['Data Entry', 'Tagalog', 'PowerPoint', 'Arabic', 'Problem Solving', 'English', 'Time Management', 'Teamwork', 'Computer Literacy', 'Adaptability']","['Digital Marketing', 'CRM Certified', 'Lean Management']","[{'language': 'Hindi', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}]",Dedicated professional seeking to drive business growth and efficiency and advance to senior leadership positions.,"{'minimum': 184344.9666666667, 'preferred': 217862.23333333337, 'maximum': 268138.13333333336}"
APP-2024-0060,Luis Sanchez,luis.sanchez@outlook.com,+971507702937,"Apartment 895, Building 677, Al Qasimia, Sharjah, UAE",hospitality,Restaurant Server,"Butler, Williams and Zimmerman",Employed,0,"[{'degree': 'High School Diploma', 'institution': 'Abu Dhabi Secondary School', 'graduation_year': 2001, 'gpa': 3.56}, {'degree': ""Bachelor's in Business"", 'institution': 'UAE University', 'graduation_year': 2005, 'gpa': 3.59}]",[],"['Data Entry', 'Bengali', 'PowerPoint', 'Problem Solving', 'German', 'Time Management', 'Project Management', 'Computer Literacy']","['Professional Development', 'Industry Training']","[{'language': 'English', 'proficiency': 'Native'}, {'language': 'Arabic', 'proficiency': 'Advanced'}]",Motivated professional seeking growth opportunities while developing professional expertise and skills.,"{'minimum': 2910.966666666667, 'preferred': 3440.2333333333336, 'maximum': 4234.133333333334}"
APP-2024-0061,Omar Al Qasimi,omar.alqasimi@gmail.com,+971542781219,"Apartment 833, Building 177, Al Reem Island, Abu Dhabi, UAE",retail,Store Manager,Self-Employed,Self-employed,26,"[{'degree': 'High School Diploma', 'institution': 'Abu Dhabi Secondary School', 'graduation_year': 1993, 'gpa': 3.46}, {'degree': 'Diploma', 'institution': 'Turner-Jones Technical Institute', 'graduation_year': 1995, 'gpa': 3.44}]","[{'title': 'Cashier', 'company': 'Self-Employed', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Self-employed'}, {'title': 'Shop Assistant', 'company': 'Hart-Jimenez', 'start_date': '2023-10', 'end_date': '2024-12', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Store Manager', 'company': 'Chavez-Buck', 'start_date': '2022-08', 'end_date': '2023-10', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Cashier', 'company': 'Casey Ltd', 'start_date': '2020-02', 'end_date': '2022-07', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Inventory Specialist', 'company': 'Gallegos, Chan and Thompson', 'start_date': '2015-01', 'end_date': '2020-11', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives', 'Managed departmental processes'], 'employment_type': 'Employed'}, {'title': 'Store Manager', 'company': 'Harris and Sons', 'start_date': '2014-12', 'end_date': '2015-11', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Store Manager', 'company': 'Mercado-Erickson', 'start_date': '2012-11', 'end_date': '2014-05', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Cashier', 'company': 'Knight, Hall and Kennedy', 'start_date': '2007-05', 'end_date': '2012-06', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Inventory Specialist', 'company': 'Bailey Ltd', 'start_date': '2002-08', 'end_date': '2007-01', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Store Manager', 'company': 'Page-Norman', 'start_date': '2000-01', 'end_date': '2002-01', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Inventory Specialist', 'company': 'Eaton, Hines and Anderson', 'start_date': '1999-07', 'end_date': '2000-04', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['PowerPoint', 'Leadership', 'Customer Service', 'Problem Solving', 'Project Management', 'German', 'French', 'Time Management', 'Communication', 'Teamwork', 'Computer Literacy', 'Adaptability', 'Microsoft Office']",[],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}]",Dedicated to contributing value and achieving organizational goals and advance to senior leadership positions.,"{'minimum': 51763.06666666667, 'preferred': 61174.53333333334, 'maximum': 75291.73333333334}"
APP-2024-0062,Aisha Al Qasimi,aisha.alqasimi@outlook.com,+971582488418,"Apartment 1098, Building 889, Al Qasimia, Fujairah, UAE",retail,Shop Assistant,Miranda PLC,Employed,1,"[{'degree': 'High School Diploma', 'institution': 'Umm Al Quwain Secondary School', 'graduation_year': 2011, 'gpa': 2.69}]","[{'title': 'Cashier', 'company': 'Townsend-Cortez', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Tagalog', 'Bengali', 'PowerPoint', 'Problem Solving', 'Urdu', 'Communication', 'English', 'Computer Literacy', 'Adaptability', 'Microsoft Office']",[],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Advanced'}]",Dedicated to contributing value and achieving organizational goals while developing professional expertise and skills.,"{'minimum': 6487.433333333334, 'preferred': 7666.966666666667, 'maximum': 9436.266666666668}"
APP-2024-0063,Peter Jefferson,peter.jefferson@yahoo.com,+971554514503,"Apartment 1656, Building 787, Al Majaz, Ras Al Khaimah, UAE",retail,Shop Assistant,Brooks Inc,Employed,7,"[{'degree': 'High School Diploma', 'institution': 'Dubai Secondary School', 'graduation_year': 2001, 'gpa': 3.37}, {'degree': 'Diploma', 'institution': 'Hendricks-Morales Technical Institute', 'graduation_year': 2003, 'gpa': 3.05}]","[{'title': 'Shop Assistant', 'company': 'Morgan Ltd', 'start_date': '2023-01', 'end_date': 'Present', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Shop Assistant', 'company': 'White, Brown and Aguilar', 'start_date': '2022-05', 'end_date': '2023-04', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Inventory Specialist', 'company': 'Kennedy, Estrada and Yates', 'start_date': '2021-02', 'end_date': '2022-02', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Store Manager', 'company': 'Thompson Ltd', 'start_date': '2018-03', 'end_date': '2021-12', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Bengali', 'PowerPoint', 'Arabic', 'Leadership', 'Project Management', 'Communication', 'Teamwork', 'Computer Literacy', 'Adaptability', 'Microsoft Office']",[],"[{'language': 'English', 'proficiency': 'Native'}, {'language': 'Arabic', 'proficiency': 'Advanced'}]",Motivated professional seeking growth opportunities and advance to senior leadership positions.,"{'minimum': 12589.133333333333, 'preferred': 14878.066666666666, 'maximum': 18311.466666666667}"
APP-2024-0064,Theresa Miller,theresa.miller@hotmail.com,+971581036063,"Apartment 388, Building 228, Al Nakheel, Fujairah, UAE",technology,System Administrator,"Maldonado, Fisher and Zuniga",Employed,4,"[{'degree': 'High School Diploma', 'institution': 'Abu Dhabi Secondary School', 'graduation_year': 2002, 'gpa': 3.38}, {'degree': ""Bachelor's in Engineering"", 'institution': 'UAE University', 'graduation_year': 2006, 'gpa': 3.43}, {'degree': ""Master's in Business Administration"", 'institution': 'INSEAD', 'graduation_year': 2008, 'gpa': 3.44}]","[{'title': 'System Administrator', 'company': 'Goodwin Ltd', 'start_date': '2023-01', 'end_date': 'Present', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Software Developer', 'company': 'Snyder and Sons', 'start_date': '2021-04', 'end_date': '2023-07', 'duration_years': 2, 'responsibilities': ['Developed and maintained web applications', 'Collaborated with cross-functional teams', 'Implemented new features and bug fixes'], 'employment_type': 'Employed'}]","['Data Entry', 'Java', 'PowerPoint', 'Bengali', 'Node.js', 'Arabic', 'Leadership', 'AWS', 'Problem Solving', 'React', 'English', 'German', 'Time Management', 'JavaScript', 'Project Management', 'Microsoft Office']","['CompTIA+', 'AWS Certified', 'Cisco CCNA', 'Microsoft Certified']","[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}]",Passionate about creating innovative technology solutions and advance to senior leadership positions.,"{'minimum': 55966.16666666667, 'preferred': 66141.83333333334, 'maximum': 81405.33333333334}"
APP-2024-0065,Angela Carter,angela.carter@outlook.com,+971583823960,"Apartment 1232, Building 339, Al Majaz, Fujairah, UAE",construction,Plumber,Johnson-Stewart,Employed,4,"[{'degree': 'High School Diploma', 'institution': 'Abu Dhabi Secondary School', 'graduation_year': 2005, 'gpa': 3.09}]","[{'title': 'Project Supervisor', 'company': 'Norton, Bradley and Higgins', 'start_date': '2022-01', 'end_date': 'Present', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Project Supervisor', 'company': 'Johnson, Elliott and Garcia', 'start_date': '2021-10', 'end_date': '2022-03', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Data Entry', 'Tagalog', 'Bengali', 'PowerPoint', 'Arabic', 'Problem Solving', 'Project Management', 'Communication', 'Teamwork', 'Microsoft Office']",[],"[{'language': 'English', 'proficiency': 'Native'}, {'language': 'Arabic', 'proficiency': 'Basic'}]",Dedicated to contributing value and achieving organizational goals and advance to senior leadership positions.,"{'minimum': 8756.366666666667, 'preferred': 10348.433333333332, 'maximum': 12736.533333333333}"
